web-scraper-order,web-scraper-start-url,orga-link,orga-link-href,name,adresse,creation,type,codepostal
"1641919992-93","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","M2E-TECH - 881461024 / 00013","https://www.infogreffe.fr/entreprise-societe/881461024-m2e-tech-140220B002360000.html","M2E-TECH
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                ZA DE LA DELLE DU CLOS NEUF RUE GUTENBERG 
                                                
                                                    
                                                        14840 DÉMOUVILLE
                                                        
                                                            Voir le plan","Immatriculée le 13/02/2020.","Société par actions simplifiée","14840 DÉMOUVILLE
                                                        
                                                            Voir le plan"
"1641919747-27","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","SYSTENIUM - 439693888 / 00026","https://www.infogreffe.fr/entreprise-societe/439693888-systenium-140201B005430000.html","SYSTENIUM
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                210 RUE DE L'AVENIR 
                                                
                                                    
                                                        14790 VERSON
                                                        
                                                            Voir le plan","Immatriculée le 02/11/2001.","Société à responsabilité limitée à associé unique","14790 VERSON
                                                        
                                                            Voir le plan"
"1641919711-16","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","ALLIANCE EXPANSION NORMANDIE - 819279514 / 00015","https://www.infogreffe.fr/entreprise-societe/819279514-alliance-expansion-normandie-140716B001110000.html","ALLIANCE EXPANSION NORMANDIE
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                ZONE INDUSTRIELLE DE LA VESPIÈRE 433 ROUTE DE CHAMBRAIS 
                                                
                                                    
                                                        14290 LA VESPIÈRE-FRIARDEL
                                                        
                                                            Voir le plan","Immatriculée le 21/03/2016.","Société par actions simplifiée","14290 LA VESPIÈRE-FRIARDEL
                                                        
                                                            Voir le plan"
"1641920082-117","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","T.F.M. - 478234487 / 00047","https://www.infogreffe.fr/entreprise-societe/478234487-t-f-m--140204B005110000.html","T.F.M.
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                18 RUE DES ALIZÉS 
                                                
                                                    
                                                        14790 VERSON
                                                        
                                                            Voir le plan","Immatriculée le 23/08/2004.","Société à responsabilité limitée","14790 VERSON
                                                        
                                                            Voir le plan"
"1641919663-3","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","PetZone Corp - 823865787 / 00019","https://www.infogreffe.fr/entreprise-societe/823865787-petzone-corp-140716B004040000.html","PetZone Corp
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                20 RUE DES HÉROS DE LA RÉSISTANCE 
                                                
                                                    
                                                        14800 TOUQUES
                                                        
                                                            Voir le plan","Immatriculée le 22/11/2016.","Société par actions simplifiée à associé unique","14800 TOUQUES
                                                        
                                                            Voir le plan"
"1641919813-44","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","SARL PUBLIPRESSE - 394926752 / 00012","https://www.infogreffe.fr/entreprise-societe/394926752-sarl-publipresse-140794B000420000.html","SARL PUBLIPRESSE
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                63 RUE GRANDE 
                                                
                                                    
                                                        14290 ORBEC
                                                        
                                                            Voir le plan","Immatriculée le 13/05/1994.","Société à responsabilité limitée","14290 ORBEC
                                                        
                                                            Voir le plan"
"1641920137-131","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","EQUIDECLIC - 490377058 / 00048","https://www.infogreffe.fr/entreprise-societe/490377058-equideclic-140206B005260000.html","EQUIDECLIC
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                60 RUE DE L'ORMELET 
                                                
                                                    
                                                        14790 MOUEN
                                                        
                                                            Voir le plan","Immatriculée le 21/07/2006.","Société à responsabilité limitée","14790 MOUEN
                                                        
                                                            Voir le plan"
"1641920352-187","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","SAMDOC MEDICAL TECHNOLOGIES - 878516814 / 00034","https://www.infogreffe.fr/entreprise-societe/878516814-samdoc-medical-technologies-140219B014090000.html","SAMDOC MEDICAL TECHNOLOGIES
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                PÉRICENTRE 3 26 AVENUE DE THIÈS 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 29/10/2019.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920170-140","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","JMD-tech - 821047487 / 00011","https://www.infogreffe.fr/entreprise-societe/821047487-jmd-tech-140216B006970000.html","JMD-tech
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                18 RUE LÉBISEY 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 21/06/2016.","Société par actions simplifiée à associé unique","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920182-143","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","PYM² - 798816070 / 00048","https://www.infogreffe.fr/entreprise-societe/798816070-pymo-140213B011660000.html","PYM²
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                14 RUE CHARLES COULOMB 
                                                
                                                    
                                                        14120 MONDEVILLE
                                                        
                                                            Voir le plan","Immatriculée le 29/11/2013.","Société à responsabilité limitée à associé unique","14120 MONDEVILLE
                                                        
                                                            Voir le plan"
"1641920247-159","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","Stellapps S.A.S. - 833315286 / 00033","https://www.infogreffe.fr/entreprise-societe/833315286-stellapps-s-a-s--140217B013360000.html","Stellapps S.A.S.
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                BATIMENT MOHO 4 RUE DE LA GARE 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 16/11/2017.","Société par actions simplifiée à associé unique","14000 CAEN
                                                        
                                                            Voir le plan"
"1641919806-42","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","Communication Internet and Networks Solutions - 484875349 / 00025","https://www.infogreffe.fr/entreprise-societe/484875349-communication-internet-and-networks-solutions-140205B007640000.html","Communication Internet and Networks Solutions
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                IMMEUBLE RES PUBLICA 9 RUE RAYMONDE BAIL 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 07/11/2005.","Société à responsabilité limitée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920371-191","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","Wektoo - 803193754 / 00030","https://www.infogreffe.fr/entreprise-societe/803193754-wektoo-140216B001450000.html","Wektoo
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                39 RUE DES COMPAGNONS 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 08/02/2016.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641919995-94","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","ADSI Informatique - 793786245 / 00027","https://www.infogreffe.fr/entreprise-societe/793786245-adsi-informatique-140713B001980000.html","ADSI Informatique
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                26 RUE DE LA CHAUSSÉE 
                                                
                                                    
                                                        14600 HONFLEUR
                                                        
                                                            Voir le plan","Immatriculée le 24/06/2013.","Société à responsabilité limitée","14600 HONFLEUR
                                                        
                                                            Voir le plan"
"1641920049-108","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","Pingolin - 908647456 / 00015","https://www.infogreffe.fr/entreprise-societe/908647456-pingolin-140221B020830000.html","Pingolin
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                2 RUE DE L'ABEILLE FLANDRE 
                                                
                                                    
                                                        14550 BLAINVILLE-SUR-ORNE
                                                        
                                                            Voir le plan","Immatriculée le 29/12/2021.","Société par actions simplifiée à associé unique","14550 BLAINVILLE-SUR-ORNE
                                                        
                                                            Voir le plan"
"1641919656-1","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","TRIBELEADR - 753495316 / 00030","https://www.infogreffe.fr/entreprise-societe/753495316-tribeleadr-140221B018270000.html","TRIBELEADR
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                4 RUE DE LA GARE 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 19/11/2021.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641919848-53","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","GRINTO - 894419969 / 00023","https://www.infogreffe.fr/entreprise-societe/894419969-grinto-140221B003040000.html","GRINTO
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                4 RUE DE LA GARE 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 23/02/2021.","Société par actions simplifiée à associé unique","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920386-195","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","YOUSIGN - 794513986 / 00024","https://www.infogreffe.fr/entreprise-societe/794513986-yousign-140213B007780000.html","YOUSIGN
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                8 ALLÉE HENRI PIGIS 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 01/08/2013.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920015-99","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","MAKEIDEA - 803502129 / 00023","https://www.infogreffe.fr/entreprise-societe/803502129-makeidea-140215B006810000.html","MAKEIDEA
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                49 AVENUE ROBERT SCHUMAN 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 18/06/2015.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920393-197","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","IDETHIC - 884639360 / 00020","https://www.infogreffe.fr/entreprise-societe/884639360-idethic-140220B008030000.html","IDETHIC
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                2 RUE JEAN PERRIN 
                                                
                                                    
                                                        14460 COLOMBELLES
                                                        
                                                            Voir le plan","Immatriculée le 29/06/2020.","Société par actions simplifiée","14460 COLOMBELLES
                                                        
                                                            Voir le plan"
"1641920278-167","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","SEAVER - 820207637 / 00019","https://www.infogreffe.fr/entreprise-societe/820207637-seaver-140216B005610000.html","SEAVER
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                17 RUE CLAUDE BLOCH 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 13/05/2016.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641919704-14","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","EURL WEEZY - 519111025 / 00044","https://www.infogreffe.fr/entreprise-societe/519111025-eurl-weezy-140209B011290000.html","EURL WEEZY
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                33 RUE DU MAJOR BILL MILLS 
                                                
                                                    
                                                        14810 MERVILLE-FRANCEVILLE-PLAGE
                                                        
                                                            Voir le plan","Immatriculée le 30/12/2009.","Société à responsabilité limitée à associé unique","14810 MERVILLE-FRANCEVILLE-PLAGE
                                                        
                                                            Voir le plan"
"1641920052-109","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","LIGNE 15 - 533676029 / 00028","https://www.infogreffe.fr/entreprise-societe/533676029-ligne-15-140713B000280000.html","LIGNE 15
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                LIEU-DIT LES VILLAINS 
                                                
                                                    
                                                        14130 SAINT-BENOÎT-D'HÉBERTOT
                                                        
                                                            Voir le plan","Immatriculée le 28/01/2013.","Société par actions simplifiée à associé unique","14130 SAINT-BENOÎT-D'HÉBERTOT
                                                        
                                                            Voir le plan"
"1641919692-12","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","ACTIVE MOTION PERFORMANCE - 845021542 / 00012","https://www.infogreffe.fr/entreprise-societe/845021542-active-motion-performance-140219B000090000.html","ACTIVE MOTION PERFORMANCE
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                ZAC DE LA DELLE DU CLOS NEUF RUE GUTENBERG 
                                                
                                                    
                                                        14840 DÉMOUVILLE
                                                        
                                                            Voir le plan","Immatriculée le 04/01/2019.","Société par actions simplifiée à associé unique","14840 DÉMOUVILLE
                                                        
                                                            Voir le plan"
"1641919714-17","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","LIBERTY-NET - 439576091 / 00037","https://www.infogreffe.fr/entreprise-societe/439576091-liberty-net-140221B010660000.html","LIBERTY-NET
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                646 ROUTE DES DIGUES 
                                                
                                                    
                                                        14123 FLEURY-SUR-ORNE
                                                        
                                                            Voir le plan","Immatriculée le 30/06/2021.","Société à responsabilité limitée","14123 FLEURY-SUR-ORNE
                                                        
                                                            Voir le plan"
"1641919972-87","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","ADDCLIC.COM - 448387738 / 00058","https://www.infogreffe.fr/entreprise-societe/448387738-addclic-com-140212B012330000.html","ADDCLIC.COM
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                97 RUE DE LA FONTAINE 
                                                
                                                    
                                                        14530 LUC-SUR-MER
                                                        
                                                            Voir le plan","Immatriculée le 23/11/2012.","Société à responsabilité limitée à associé unique","14530 LUC-SUR-MER
                                                        
                                                            Voir le plan"
"1641920262-163","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","AUMET France - 831206461 / 00020","https://www.infogreffe.fr/entreprise-societe/831206461-aumet-france-140217B009470000.html","AUMET France
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                BÂTIMENT ERABLE, FORUM DIGITAL 8 RUE LÉOPOLD SÉDAR SENGHOR 
                                                
                                                    
                                                        14460 COLOMBELLES
                                                        
                                                            Voir le plan","Immatriculée le 01/08/2017.","Société par actions simplifiée à associé unique","14460 COLOMBELLES
                                                        
                                                            Voir le plan"
"1641920343-185","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","NETSKISS - 414015776 / 00035","https://www.infogreffe.fr/entreprise-societe/414015776-netskiss-140297B004380000.html","NETSKISS
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                58 AVENUE PIERRE BERTHELOT 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 10/10/1997.","Société à responsabilité limitée à associé unique","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920095-120","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","AGAFUTUR - 852083187 / 00017","https://www.infogreffe.fr/entreprise-societe/852083187-agafutur-140219B009090000.html","AGAFUTUR
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                43 AVENUE DE L'HIPPODROME 
                                                
                                                    
                                                        14390 CABOURG
                                                        
                                                            Voir le plan","Immatriculée le 02/07/2019.","Société par actions simplifiée","14390 CABOURG
                                                        
                                                            Voir le plan"
"1641919676-7","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","Quality Reliable Software - 803502996 / 00025","https://www.infogreffe.fr/entreprise-societe/803502996-quality-reliable-software-140214B007080000.html","Quality Reliable Software
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                6 RUE DES TILLEULS 
                                                
                                                    
                                                        14280 AUTHIE
                                                        
                                                            Voir le plan","Immatriculée le 15/07/2014.","Société à responsabilité limitée à associé unique","14280 AUTHIE
                                                        
                                                            Voir le plan"
"1641920006-97","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","L&C - 835111170 / 00014","https://www.infogreffe.fr/entreprise-societe/835111170-l-c-140218B001530000.html","L&C
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                41 AVENUE DU 6 JUIN 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 05/02/2018.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920358-188","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","EASY ID - 830484739 / 00016","https://www.infogreffe.fr/entreprise-societe/830484739-easy-id-140217B007850000.html","EASY ID
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                BÂTIMENT D-PLUG'IN WORK 2 RUE JEAN PERRIN-CAMPUS EFFISCIENCE 
                                                
                                                    
                                                        14460 COLOMBELLES
                                                        
                                                            Voir le plan","Immatriculée le 27/06/2017.","Société par actions simplifiée","14460 COLOMBELLES
                                                        
                                                            Voir le plan"
"1641919853-54","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","Informatique Prog - 508090461 / 00023","https://www.infogreffe.fr/entreprise-societe/508090461-informatique-prog-140208B007650000.html","Informatique Prog
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                2 IMPASSE LEBISEY 
                                                
                                                    
                                                        14610 ÉPRON
                                                        
                                                            Voir le plan","Immatriculée le 18/09/2008.","Société à responsabilité limitée à associé unique","14610 ÉPRON
                                                        
                                                            Voir le plan"
"1641920129-129","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","ASLAK STUDIO - 814426185 / 00041","https://www.infogreffe.fr/entreprise-societe/814426185-aslak-studio-140215B012500000.html","ASLAK STUDIO
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                77BIS RUE SAINT-ANDRÉ 
                                                
                                                    
                                                        14123 FLEURY-SUR-ORNE
                                                        
                                                            Voir le plan","Immatriculée le 03/11/2015.","Société par actions simplifiée","14123 FLEURY-SUR-ORNE
                                                        
                                                            Voir le plan"
"1641919881-62","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","FLB MULTISERVICES - 823946751 / 00034","https://www.infogreffe.fr/entreprise-societe/823946751-flb-multiservices-140221B000180000.html","FLB MULTISERVICES
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                11 RUE HECTOR BERLIOZ 
                                                
                                                    
                                                        14112 BIÉVILLE-BEUVILLE
                                                        
                                                            Voir le plan","Immatriculée le 06/01/2021.","Société par actions simplifiée à associé unique","14112 BIÉVILLE-BEUVILLE
                                                        
                                                            Voir le plan"
"1641919922-73","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","SNACKOO - 898375373 / 00013","https://www.infogreffe.fr/entreprise-societe/898375373-snackoo-140221B006470000.html","SNACKOO
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                LE GRAND CHAMPS 
                                                
                                                    
                                                        14840 DÉMOUVILLE
                                                        
                                                            Voir le plan","Immatriculée le 19/04/2021.","Société par actions simplifiée","14840 DÉMOUVILLE
                                                        
                                                            Voir le plan"
"1641920336-183","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","uConekt S.A.S. - 820236099 / 00017","https://www.infogreffe.fr/entreprise-societe/820236099-uconekt-s-a-s--140216B005530000.html","uConekt S.A.S.
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                INNOVAPARC-BÂTIMENT A2-1ER ETAGE 2 RUE JEAN PERRIN 
                                                
                                                    
                                                        14460 COLOMBELLES
                                                        
                                                            Voir le plan","Immatriculée le 12/05/2016.","Société par actions simplifiée à associé unique","14460 COLOMBELLES
                                                        
                                                            Voir le plan"
"1641920215-151","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","IMERSIV TECHNOLOGY - 842032104 / 00015","https://www.infogreffe.fr/entreprise-societe/842032104-imersiv-technology-140718B003680000.html","IMERSIV TECHNOLOGY
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                8 ROUTE DE TROUVILLE 
                                                
                                                    
                                                        14510 HOULGATE
                                                        
                                                            Voir le plan","Immatriculée le 03/09/2018.","Société par actions simplifiée à associé unique","14510 HOULGATE
                                                        
                                                            Voir le plan"
"1641919827-47","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","O-HARAS - 753369115 / 00039","https://www.infogreffe.fr/entreprise-societe/753369115-o-haras-140212B008840000.html","O-HARAS
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                611 BIS RUE PAUL BOUCHEROT 
                                                
                                                    
                                                        14123 IFS
                                                        
                                                            Voir le plan","Immatriculée le 21/08/2012.","Société à responsabilité limitée à associé unique","14123 IFS
                                                        
                                                            Voir le plan"
"1641920065-112","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","TDClic - 530217447 / 00024","https://www.infogreffe.fr/entreprise-societe/530217447-tdclic-140215B006780000.html","TDClic
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                BÂTIMENT PLUG N'WORK 2 RUE JEAN PERRIN 
                                                
                                                    
                                                        14460 COLOMBELLES
                                                        
                                                            Voir le plan","Immatriculée le 17/06/2015.","Société à responsabilité limitée","14460 COLOMBELLES
                                                        
                                                            Voir le plan"
"1641920271-165","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","LEONARD - 410247738 / 00041","https://www.infogreffe.fr/entreprise-societe/410247738-leonard-140297B000020000.html","LEONARD
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                2T AVENUE PÈRE CHARLES DE FOUCAULD 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 06/01/1997.","Société à responsabilité limitée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920314-177","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","EDIFYCAD - 813991841 / 00020","https://www.infogreffe.fr/entreprise-societe/813991841-edifycad-140215B011690000.html","EDIFYCAD
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                9 RUE RAYMONDE BAIL IMMEUBLE RES PUBLICA
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 12/10/2015.","Société par actions simplifiée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641919957-83","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","EASY-HIGH-T - 534976253 / 00037","https://www.infogreffe.fr/entreprise-societe/534976253-easy-high-t-140217B001970000.html","EASY-HIGH-T
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                64 RUE DE FALAISE 
                                                
                                                    
                                                        14000 CAEN
                                                        
                                                            Voir le plan","Immatriculée le 09/02/2017.","Société à responsabilité limitée","14000 CAEN
                                                        
                                                            Voir le plan"
"1641920368-190","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","PRODEO - 824538730 / 00030","https://www.infogreffe.fr/entreprise-societe/824538730-prodeo-140216B013840000.html","PRODEO
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                29 RUE JEAN-LOUIS CARTAGNY 
                                                
                                                    
                                                        14760 BRETTEVILLE-SUR-ODON
                                                        
                                                            Voir le plan","Immatriculée le 27/12/2016.","Société par actions simplifiée","14760 BRETTEVILLE-SUR-ODON
                                                        
                                                            Voir le plan"
"1641920121-127","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","NSCE - 797990173 / 00016","https://www.infogreffe.fr/entreprise-societe/797990173-nsce-140213B010520000.html","NSCE
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                ZAE DE LA FOSSETTE RUE ANDRÉ-MARIE AMPÈRE 
                                                
                                                    
                                                        14440 DOUVRES-LA-DÉLIVRANDE
                                                        
                                                            Voir le plan","Immatriculée le 24/10/2013.","Société par actions simplifiée","14440 DOUVRES-LA-DÉLIVRANDE
                                                        
                                                            Voir le plan"
"1641920160-137","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","LIKE THE STARS - 808212435 / 00024","https://www.infogreffe.fr/entreprise-societe/808212435-like-the-stars-140716B003400000.html","LIKE THE STARS
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                25 AVENUE DE LA RÉPUBLIQUE 
                                                
                                                    
                                                        14800 DEAUVILLE
                                                        
                                                            Voir le plan","Immatriculée le 28/09/2016.","Société par actions simplifiée","14800 DEAUVILLE
                                                        
                                                            Voir le plan"
"1641920332-182","https://www.infogreffe.fr/entreprises-departement/calvados-6201Z-014-1.html","MH Communication - 500927843 / 00028","https://www.infogreffe.fr/entreprise-societe/500927843-mh-communication-140207B009170000.html","MH Communication
            Partager le lien vers cette fiche entreprise","Siège social
                                                

                                                171 RUE D'EPRON 
                                                
                                                    
                                                        14200 HÉROUVILLE-SAINT-CLAIR
                                                        
                                                            Voir le plan","Immatriculée le 16/11/2007.","Société à responsabilité limitée","14200 HÉROUVILLE-SAINT-CLAIR
                                                        
                                                            Voir le plan"
